scenario,Group,GA,mean_reliability,q10_reliability,min_reliability,BMI_interval,N,detection_failure_risk,delay_risk,minimax_risk
no_error,1,14.4,0.8806009068662303,0.8773263753164197,0.7225221626732794,"[20.70, 32.09]",158,0.11939909313376973,0.16000000000000003,0.16000000000000003
no_error,1,14.5,0.881791933682976,0.8780554239129611,0.725715945769409,"[20.70, 32.09]",158,0.11820806631702396,0.16666666666666666,0.16666666666666666
no_error,1,14.6,0.8829269645156949,0.8787348176415963,0.728804426223777,"[20.70, 32.09]",158,0.11707303548430514,0.1733333333333333,0.1733333333333333
no_error,1,14.7,0.8840075919879657,0.8793664780214744,0.731789964730256,"[20.70, 32.09]",158,0.11599240801203425,0.17999999999999997,0.17999999999999997
no_error,1,14.8,0.8850355015514766,0.8799528622087186,0.7346753802711977,"[20.70, 32.09]",158,0.11496449844852341,0.1866666666666667,0.1866666666666667
no_error,1,14.9,0.8860125342510532,0.880496591062143,0.7374637966907098,"[20.70, 32.09]",158,0.1139874657489468,0.19333333333333336,0.19333333333333336
no_error,1,15.0,0.8869406701078364,0.8810004268933338,0.7401586116591772,"[20.70, 32.09]",158,0.11305932989216361,0.2,0.2
no_error,1,15.1,0.8878220253308136,0.8814672768967687,0.7427634846640011,"[20.70, 32.09]",158,0.11217797466918644,0.20666666666666664,0.20666666666666664
no_error,1,15.2,0.8886588573925243,0.8819002049300964,0.7452823442526944,"[20.70, 32.09]",158,0.11134114260747574,0.2133333333333333,0.2133333333333333
no_error,1,15.3,0.8894535477242851,0.8823024136477281,0.7477193515678486,"[20.70, 32.09]",158,0.11054645227571491,0.22000000000000006,0.22000000000000006
no_error,1,15.4,0.8902085942995512,0.8826772453212343,0.7500788854097769,"[20.70, 32.09]",158,0.10979140570044876,0.22666666666666668,0.22666666666666668
no_error,1,15.5,0.8909266163799032,0.883028188677674,0.7523655474367652,"[20.70, 32.09]",158,0.10907338362009678,0.23333333333333334,0.23333333333333334
no_error,1,15.6,0.89161034325503,0.8833588698743643,0.754584133288881,"[20.70, 32.09]",158,0.10838965674497003,0.23999999999999996,0.23999999999999996
no_error,1,15.7,0.8922626020917094,0.8836730395802127,0.7567396123386834,"[20.70, 32.09]",158,0.10773739790829062,0.24666666666666662,0.24666666666666662
no_error,1,15.8,0.8928863184805913,0.8839745795127296,0.7588371226943308,"[20.70, 32.09]",158,0.1071136815194087,0.25333333333333335,0.25333333333333335
no_error,1,15.9,0.8934845114771683,0.8842674948764071,0.760881958817979,"[20.70, 32.09]",158,0.10651548852283166,0.26,0.26
no_error,1,16.0,0.8940602781345958,0.8845558989950572,0.7628795415424245,"[20.70, 32.09]",158,0.10593972186540423,0.26666666666666666,0.26666666666666666
no_error,1,16.1,0.8946167889393546,0.8848440077414141,0.7648354057370963,"[20.70, 32.09]",158,0.10538321106064541,0.27333333333333343,0.27333333333333343
no_error,1,16.2,0.8951572852533387,0.8851361363642876,0.7667551962310905,"[20.70, 32.09]",158,0.10484271474666129,0.27999999999999997,0.27999999999999997
no_error,1,16.3,0.8956850633568502,0.885436678541602,0.768644634837883,"[20.70, 32.09]",158,0.10431493664314984,0.28666666666666674,0.28666666666666674
no_error,1,16.4,0.8962034651475056,0.8857500951720831,0.7705095053150901,"[20.70, 32.09]",158,0.1037965348524944,0.2933333333333332,0.2933333333333332
no_error,1,16.5,0.8967158732440134,0.8860809060146533,0.7723556422271746,"[20.70, 32.09]",158,0.10328412675598664,0.3,0.3
no_error,1,16.6,0.8972256964647292,0.8864336672761358,0.7741889069767574,"[20.70, 32.09]",158,0.10277430353527084,0.30666666666666675,0.30666666666666675
no_error,1,16.7,0.8977363567635703,0.8868129553741195,0.7760151639975483,"[20.70, 32.09]",158,0.10226364323642967,0.3133333333333333,0.3133333333333333
no_error,1,16.8,0.898251279723385,0.8872233498642395,0.7778402679082892,"[20.70, 32.09]",158,0.10174872027661497,0.32000000000000006,0.32000000000000006
no_error,1,16.9,0.8987738812290158,0.8876694123373223,0.7796700387176418,"[20.70, 32.09]",158,0.1012261187709842,0.32666666666666655,0.32666666666666655
no_error,1,17.0,0.899307551060814,0.8881556618551693,0.7815102406447303,"[20.70, 32.09]",158,0.10069244893918605,0.3333333333333333,0.3333333333333333
no_error,1,17.1,0.8998556404451169,0.8886865545372065,0.7833665594479056,"[20.70, 32.09]",158,0.1001443595548831,0.3400000000000001,0.3400000000000001
no_error,1,17.2,0.9004214465086882,0.8892664580600825,0.7852445821974575,"[20.70, 32.09]",158,0.09957855349131184,0.3466666666666666,0.3466666666666666
no_error,1,17.3,0.9010081949840484,0.8898996241095087,0.7871497700948437,"[20.70, 32.09]",158,0.09899180501595162,0.3533333333333334,0.3533333333333334
no_error,1,17.4,0.9016190254819245,0.8905901628887178,0.7890874401552935,"[20.70, 32.09]",158,0.09838097451807548,0.35999999999999993,0.35999999999999993
no_error,1,17.5,0.9022569736128728,0.891342015549864,0.7910627371006324,"[20.70, 32.09]",158,0.09774302638712717,0.36666666666666664,0.36666666666666664
no_error,1,17.6,0.9029249525509447,0.892158922993841,0.7930806095631217,"[20.70, 32.09]",158,0.09707504744905526,0.3733333333333334,0.3733333333333334
no_error,1,17.7,0.9036257379475048,0.8930443993790171,0.7951457890724519,"[20.70, 32.09]",158,0.09637426205249522,0.37999999999999995,0.37999999999999995
no_error,1,17.8,0.9043619491134667,0.8940017018444789,0.7972627645814746,"[20.70, 32.09]",158,0.09563805088653332,0.3866666666666667,0.3866666666666667
no_error,1,17.9,0.9051360287256223,0.8950337978907857,0.799435753097149,"[20.70, 32.09]",158,0.09486397127437773,0.39333333333333326,0.39333333333333326
no_error,1,18.0,0.9059502291192146,0.8961433408228939,0.8016686830181311,"[20.70, 32.09]",158,0.09404977088078537,0.4,0.4
no_error,1,18.1,0.9068065951865623,0.8973326389933649,0.8039651710706068,"[20.70, 32.09]",158,0.09319340481343774,0.4066666666666668,0.4066666666666668
no_error,1,18.2,0.9077069088439751,0.8986035015142207,0.8063284534201415,"[20.70, 32.09]",158,0.09229309115602491,0.4133333333333333,0.4133333333333333
no_error,1,18.3,0.9086521533194701,0.8999553300085692,0.8087607974219997,"[20.70, 32.09]",158,0.09134784668052987,0.42000000000000004,0.42000000000000004
no_error,1,18.4,0.9096426270087761,0.9013855377087029,0.8112636118851563,"[20.70, 32.09]",158,0.09035737299122393,0.4266666666666666,0.4266666666666666
no_error,1,18.5,0.9106784047609592,0.9028912195115243,0.813837940328436,"[20.70, 32.09]",158,0.08932159523904082,0.43333333333333335,0.43333333333333335
no_error,1,18.6,0.9117594352444647,0.9044693009871512,0.8164846046722088,"[20.70, 32.09]",158,0.08824056475553532,0.4400000000000001,0.4400000000000001
no_error,1,18.7,0.9128854972486382,0.9061164972938645,0.8192041273408466,"[20.70, 32.09]",158,0.08711450275136179,0.4466666666666666,0.4466666666666666
no_error,1,18.8,0.9140561371724936,0.9078292605819979,0.8219966193222841,"[20.70, 32.09]",158,0.08594386282750643,0.45333333333333337,0.45333333333333337
no_error,1,18.9,0.9152706637586911,0.909603780510542,0.8248617673858698,"[20.70, 32.09]",158,0.08472933624130885,0.4599999999999999,0.4599999999999999
no_error,1,19.0,0.916528156448724,0.9114360079008257,0.8277988361471103,"[20.70, 32.09]",158,0.08347184355127601,0.4666666666666667,0.4666666666666667
no_error,1,19.1,0.9178274667099243,0.913321668532674,0.8308066625523245,"[20.70, 32.09]",158,0.08217253329007568,0.47333333333333344,0.47333333333333344
no_error,1,19.2,0.9191672140023379,0.91525626976714,0.8338836409054982,"[20.70, 32.09]",158,0.08083278599766208,0.4799999999999999,0.4799999999999999
no_error,1,19.3,0.9205457992623768,0.9172351318567301,0.8370277366539086,"[20.70, 32.09]",158,0.07945420073762322,0.4866666666666667,0.4866666666666667
no_error,1,19.4,0.9219614150133667,0.91925340928435,0.8402364938080963,"[20.70, 32.09]",158,0.0780385849866333,0.49333333333333323,0.49333333333333323
no_error,1,19.5,0.9234120460726474,0.9212508662985801,0.8435070275456678,"[20.70, 32.09]",158,0.07658795392735263,0.5,0.5
no_error,1,19.6,0.924895484096483,0.9225076461345373,0.846836040394042,"[20.70, 32.09]",158,0.07510451590351697,0.5066666666666667,0.5066666666666667
no_error,1,19.7,0.9264093461709637,0.9244078868562468,0.850219844729806,"[20.70, 32.09]",158,0.07359065382903629,0.5133333333333333,0.5133333333333333
no_error,1,19.8,0.9279510833726659,0.9257594804061938,0.8536543682689388,"[20.70, 32.09]",158,0.07204891662733415,0.52,0.52
no_error,1,19.9,0.9295179935789162,0.926678416114729,0.8571351725113201,"[20.70, 32.09]",158,0.07048200642108382,0.5266666666666666,0.5266666666666666
no_error,1,20.0,0.931107246671527,0.9276330808637414,0.8606574848965622,"[20.70, 32.09]",158,0.068892753328473,0.5333333333333333,0.5333333333333333
no_error,1,20.1,0.9327159010664751,0.9286232808046986,0.8642162258429951,"[20.70, 32.09]",158,0.06728409893352494,0.5400000000000001,0.5400000000000001
no_error,1,20.2,0.9343409152824069,0.9298998432211039,0.8678060200650437,"[20.70, 32.09]",158,0.06565908471759307,0.5466666666666666,0.5466666666666666
no_error,1,20.3,0.9359791757293158,0.930969552479428,0.8714212468539815,"[20.70, 32.09]",158,0.06402082427068423,0.5533333333333333,0.5533333333333333
no_error,1,20.4,0.9376275186500473,0.9320724132935139,0.8750560714801192,"[20.70, 32.09]",158,0.06237248134995266,0.5599999999999999,0.5599999999999999
no_error,1,20.5,0.9392827434717748,0.9332073017366588,0.87870447106358,"[20.70, 32.09]",158,0.06071725652822524,0.5666666666666667,0.5666666666666667
no_error,1,20.6,0.940941637288093,0.9343728986141334,0.8823602802154072,"[20.70, 32.09]",158,0.05905836271190701,0.5733333333333335,0.5733333333333335
no_error,1,20.7,0.9426009999466255,0.9355677055189893,0.8860172325111779,"[20.70, 32.09]",158,0.057399000053374505,0.58,0.58
no_error,1,20.8,0.9442576599468241,0.9367900530011227,0.8896690009187791,"[20.70, 32.09]",158,0.05574234005317591,0.5866666666666667,0.5866666666666667
no_error,1,20.9,0.9459084922876724,0.9380381121508037,0.893309230507629,"[20.70, 32.09]",158,0.054091507712327624,0.5933333333333333,0.5933333333333333
no_error,1,21.0,0.9475504439166089,0.9393099168655437,0.8969315922756701,"[20.70, 32.09]",158,0.05244955608339108,0.6,0.6
no_error,1,21.1,0.9491805494915436,0.9406033764752235,0.9005298232492444,"[20.70, 32.09]",158,0.050819450508456376,0.6066666666666668,0.6066666666666668
no_error,1,21.2,0.9507959442932042,0.9419162889102771,0.9040977578937892,"[20.70, 32.09]",158,0.04920405570679576,0.6133333333333333,0.6133333333333333
no_error,1,21.3,0.9523938845228007,0.9432463620924638,0.9076293790797476,"[20.70, 32.09]",158,0.047606115477199284,0.62,0.62
no_error,1,21.4,0.9539717618219348,0.9445912307243743,0.9111188555661812,"[20.70, 32.09]",158,0.04602823817806523,0.6266666666666666,0.6266666666666666
no_error,1,21.5,0.9555271115968167,0.9459484717041716,0.9145605733203472,"[20.70, 32.09]",158,0.04447288840318331,0.6333333333333333,0.6333333333333333
no_error,1,21.6,0.9570576259231486,0.9473156218167879,0.9179491728467774,"[20.70, 32.09]",158,0.04294237407685142,0.6400000000000001,0.6400000000000001
no_error,1,21.7,0.9585611644710482,0.9486901989205594,0.9212795842442024,"[20.70, 32.09]",158,0.04143883552895178,0.6466666666666666,0.6466666666666666
no_error,1,21.8,0.9600357588829908,0.9500697141337018,0.9245470513839368,"[20.70, 32.09]",158,0.03996424111700925,0.6533333333333334,0.6533333333333334
no_error,1,21.9,0.9614796179713235,0.9514516894865717,0.9277471566432436,"[20.70, 32.09]",158,0.03852038202867647,0.6599999999999999,0.6599999999999999
no_error,1,22.0,0.9628912355486849,0.9528335299547744,0.9308759243569994,"[20.70, 32.09]",158,0.03710876445131506,0.6666666666666666,0.6666666666666666
no_error,1,22.1,0.9642695904771706,0.9542122335664583,0.9339299886042725,"[20.70, 32.09]",158,0.035730409522829354,0.6733333333333335,0.6733333333333335
no_error,1,22.2,0.965613842300695,0.9555848207031984,0.9369063789953432,"[20.70, 32.09]",158,0.034386157699304976,0.6799999999999999,0.6799999999999999
no_error,1,22.3,0.966923265505673,0.9569484510896741,0.9398024803817936,"[20.70, 32.09]",158,0.03307673449432702,0.6866666666666668,0.6866666666666668
no_error,1,22.4,0.9681972560443595,0.9583004393936102,0.9426160462208916,"[20.70, 32.09]",158,0.03180274395564053,0.6933333333333332,0.6933333333333332
no_error,1,22.5,0.9694353385740564,0.9596382728348878,0.9453452139786694,"[20.70, 32.09]",158,0.030564661425943607,0.7,0.7
no_error,1,22.6,0.9706371615589028,0.9609596146449355,0.9479884928313072,"[20.70, 32.09]",158,0.029362838441097217,0.7066666666666668,0.7066666666666668
no_error,1,22.7,0.9718024916185122,0.9622623039696958,0.9505447557195222,"[20.70, 32.09]",158,0.028197508381487824,0.7133333333333333,0.7133333333333333
no_error,1,22.8,0.9729312083718268,0.9635443567341875,0.9530132273642704,"[20.70, 32.09]",158,0.027068791628173217,0.7200000000000001,0.7200000000000001
no_error,1,22.9,0.974023301980415,0.9648039694596501,0.9553934749508122,"[20.70, 32.09]",158,0.02597669801958502,0.7266666666666666,0.7266666666666666
no_error,1,23.0,0.9750788690069391,0.9660395200929675,0.9576853963293284,"[20.70, 32.09]",158,0.024921130993060925,0.7333333333333333,0.7333333333333333
no_error,1,23.1,0.9760981077620341,0.9672495680562282,0.959889206097829,"[20.70, 32.09]",158,0.023901892237965905,0.7400000000000001,0.7400000000000001
no_error,1,23.2,0.9770813140720155,0.968432853327868,0.9620054192123866,"[20.70, 32.09]",158,0.022918685927984517,0.7466666666666666,0.7466666666666666
no_error,1,23.3,0.9780288751100481,0.9695882933264018,0.9640348344022004,"[20.70, 32.09]",158,0.0219711248899519,0.7533333333333334,0.7533333333333334
no_error,1,23.4,0.9789412625864348,0.9707149776432077,0.9659785110052204,"[20.70, 32.09]",158,0.02105873741356523,0.7599999999999999,0.7599999999999999
no_error,1,23.5,0.9798190275069953,0.971812164162382,0.967837751618658,"[20.70, 32.09]",158,0.020180972493004656,0.7666666666666667,0.7666666666666667
no_error,1,23.6,0.9806627931612173,0.9728792729663371,0.9696140801227524,"[20.70, 32.09]",158,0.019337206838782706,0.7733333333333334,0.7733333333333334
no_error,1,23.7,0.9814732471730757,0.9739158775176595,0.9713092171283996,"[20.70, 32.09]",158,0.018526752826924286,0.7799999999999999,0.7799999999999999
no_error,1,23.8,0.9822511353158614,0.9749216976767485,0.9727259804233092,"[20.70, 32.09]",158,0.01774886468413861,0.7866666666666667,0.7866666666666667
no_error,1,23.9,0.9829972554557896,0.9758965921607712,0.9737754823823904,"[20.70, 32.09]",158,0.017002744544210358,0.7933333333333332,0.7933333333333332
no_error,1,24.0,0.9837124489488497,0.9768405479527661,0.9747936276214614,"[20.70, 32.09]",158,0.016287551051150317,0.8,0.8
no_error,1,24.1,0.9843975942080639,0.9777536707208027,0.975780330424381,"[20.70, 32.09]",158,0.015602405791936058,0.8066666666666668,0.8066666666666668
no_error,1,24.2,0.9850536018512608,0.9786840792605,0.9767356342968876,"[20.70, 32.09]",158,0.014946398148739215,0.8133333333333332,0.8133333333333332
no_error,1,24.3,0.9856814068782132,0.9795838926465054,0.9776597010794204,"[20.70, 32.09]",158,0.014318593121786849,0.8200000000000001,0.8200000000000001
no_error,1,24.4,0.9862819622007241,0.980402594594078,0.9785527996921266,"[20.70, 32.09]",158,0.01371803779927594,0.8266666666666665,0.8266666666666665
no_error,1,24.5,0.9868562348317489,0.9811919499445254,0.9794152973484356,"[20.70, 32.09]",158,0.01314376516825111,0.8333333333333334,0.8333333333333334
no_error,1,24.6,0.9874051998702185,0.9819525265429008,0.9802476502078604,"[20.70, 32.09]",158,0.012594800129781536,0.8400000000000001,0.8400000000000001
no_error,1,24.7,0.9879298344965499,0.9826849532948922,0.9810503908603998,"[20.70, 32.09]",158,0.012070165503450081,0.8466666666666666,0.8466666666666666
no_error,1,24.8,0.9884311145431456,0.983389912348628,0.981824120076479,"[20.70, 32.09]",158,0.011568885456854416,0.8533333333333334,0.8533333333333334
no_error,1,24.9,0.9889100110668929,0.9840681325874011,0.9825694992843694,"[20.70, 32.09]",158,0.011089988933107087,0.8599999999999999,0.8599999999999999
no_error,1,25.0,0.9893674848651545,0.9847203785812607,0.983287238011469,"[20.70, 32.09]",158,0.010632515134845533,0.8666666666666667,0.8666666666666667
no_error,2,10.0,0.6663338576517797,0.6227973402038105,0.5995641059314027,"(32.09, 35.22]",79,0.33366614234822034,0.0,0.33366614234822034
no_error,2,10.1,0.6722165771844422,0.6293864773542458,0.6064473209557087,"(32.09, 35.22]",79,0.32778342281555783,0.0,0.32778342281555783
no_error,2,10.2,0.6780607575600192,0.6359418928276077,0.6133018419907277,"(32.09, 35.22]",79,0.32193924243998084,0.0,0.32193924243998084
no_error,2,10.3,0.6838650624322353,0.6424617345313789,0.6201255574376163,"(32.09, 35.22]",79,0.3161349375677647,0.0,0.3161349375677647
no_error,2,10.4,0.6896281834199692,0.6489441807671975,0.6269163855936346,"(32.09, 35.22]",79,0.31037181658003077,0.0,0.31037181658003077
no_error,2,10.5,0.6953488416278922,0.6553874412030789,0.6336722717385133,"(32.09, 35.22]",79,0.30465115837210777,0.0,0.30465115837210777
no_error,2,10.6,0.7010257878447597,0.6617897549410421,0.6403911913686882,"(32.09, 35.22]",79,0.29897421215524034,0.0,0.29897421215524034
no_error,2,10.7,0.706657803580537,0.6681493946220931,0.6470711483127454,"(32.09, 35.22]",79,0.293342196419463,0.0,0.293342196419463
no_error,2,10.8,0.7122437024097117,0.6744646707077298,0.6537101833233444,"(32.09, 35.22]",79,0.2877562975902883,0.0,0.2877562975902883
no_error,2,10.9,0.71778233024407,0.6807339274382417,0.6603063723576467,"(32.09, 35.22]",79,0.28221766975593,0.0,0.28221766975593
no_error,2,11.0,0.7232725664484618,0.6869555473515055,0.6668578266986733,"(32.09, 35.22]",79,0.27672743355153817,0.0,0.27672743355153817
no_error,2,11.1,0.7287131141430839,0.6931276172830613,0.6733623109292847,"(32.09, 35.22]",79,0.27128688585691607,0.0,0.27128688585691607
no_error,2,11.2,0.7341018625847485,0.6992469228523778,0.6798160866985965,"(32.09, 35.22]",79,0.2658981374152515,0.0,0.2658981374152515
no_error,2,11.3,0.7394361694865049,0.7053095930337777,0.6862147030871961,"(32.09, 35.22]",79,0.2605638305134951,0.0,0.2605638305134951
no_error,2,11.4,0.7447130044944635,0.711311368012352,0.6925533090670548,"(32.09, 35.22]",79,0.25528699550553646,0.0,0.25528699550553646
no_error,2,11.5,0.749928999703375,0.7172476554728701,0.69882671200984,"(32.09, 35.22]",79,0.250071000296625,0.0,0.250071000296625
no_error,2,11.6,0.7550805425873124,0.7231136255194842,0.7050294784287103,"(32.09, 35.22]",79,0.2449194574126876,0.0,0.2449194574126876
no_error,2,11.7,0.7601638572307519,0.7289043009148785,0.7111560254942094,"(32.09, 35.22]",79,0.23983614276924814,0.0,0.23983614276924814
no_error,2,11.8,0.7651750535331425,0.7346146115623855,0.7172006743662893,"(32.09, 35.22]",79,0.23482494646685748,0.0,0.23482494646685748
no_error,2,11.9,0.7701101895985758,0.7402394590019507,0.7231577234943751,"(32.09, 35.22]",79,0.2298898104014242,0.0,0.2298898104014242
no_error,2,12.0,0.7749653427484606,0.7457737969277533,0.7290215291466078,"(32.09, 35.22]",79,0.22503465725153937,0.0,0.22503465725153937
no_error,2,12.1,0.779736652723986,0.7512126778219144,0.7347865536334135,"(32.09, 35.22]",79,0.22026334727601404,0.006666666666666643,0.22026334727601404
no_error,2,12.2,0.7844203646125097,0.7565512995041738,0.7404474183535407,"(32.09, 35.22]",79,0.21557963538749025,0.013333333333333286,0.21557963538749025
no_error,2,12.3,0.7890128804349777,0.7617850627298995,0.745998961858443,"(32.09, 35.22]",79,0.21098711956502225,0.02000000000000005,0.21098711956502225
no_error,2,12.4,0.793510791848481,0.7669096072210801,0.7514362784675355,"(32.09, 35.22]",79,0.20648920815151905,0.02666666666666669,0.20648920815151905
no_error,2,12.5,0.7979109100924011,0.7719208440901288,0.7567547535276404,"(32.09, 35.22]",79,0.20208908990759888,0.03333333333333333,0.20208908990759888
no_error,2,12.6,0.80221029760102,0.7768149901318911,0.7619501009741013,"(32.09, 35.22]",79,0.19778970239897997,0.03999999999999997,0.19778970239897997
no_error,2,12.7,0.8064062869874077,0.7815885906493795,0.7670183854724824,"(32.09, 35.22]",79,0.19359371301259232,0.04666666666666662,0.19359371301259232
no_error,2,12.8,0.8104964983548997,0.7862385344560961,0.7719560422129247,"(32.09, 35.22]",79,0.18950350164510033,0.05333333333333338,0.18950350164510033
no_error,2,12.9,0.8144788576073573,0.7907620769937153,0.776759899072865,"(32.09, 35.22]",79,0.18552114239264272,0.060000000000000026,0.18552114239264272
no_error,2,13.0,0.8183516005390798,0.7951568411054196,0.7814271783097583,"(32.09, 35.22]",79,0.18164839946092015,0.06666666666666667,0.18164839946092015
no_error,2,13.1,0.8221132762657796,0.7994208217700658,0.7859555045935076,"(32.09, 35.22]",79,0.17788672373422043,0.0733333333333333,0.17788672373422043
