BMI,GA,reliability
20.8,15.0,0.7428096266815849
20.8,15.1,0.7453560114621702
20.8,15.2,0.7478176879409405
20.8,15.3,0.7501988528669328
20.8,15.4,0.7525039182701091
20.8,15.5,0.7547375146243798
20.8,15.6,0.7569044662292936
20.8,15.7,0.7590097680901764
20.8,15.8,0.7610585826491612
20.8,15.9,0.7630562266701242
20.8,16.0,0.7650081420272032
20.8,16.1,0.7669198851614469
20.8,16.2,0.7687971198650483
20.8,16.3,0.7706455872163085
20.8,16.4,0.7724710887289472
20.8,16.5,0.774279476606484
20.8,16.6,0.7760766293012291
20.8,16.7,0.7778684281517998
20.8,16.8,0.7796607428250713
20.8,16.9,0.7814594106154809
20.8,17.0,0.7832702078785078
20.8,17.1,0.7850988350620122
20.8,17.2,0.786950890908901
20.8,17.3,0.7888318489100447
20.8,17.4,0.7907470343456379
20.8,17.5,0.792701599330178
20.8,17.6,0.794700499147325
20.8,17.7,0.7967484674385299
20.8,17.8,0.7988499939594036
20.8,17.9,0.8010092918610497
20.8,18.0,0.8032302842362299
20.8,18.1,0.8055165773905016
20.8,18.2,0.8078713869759935
20.8,18.3,0.8102968743302292
20.8,18.4,0.8127942702150123
20.8,18.5,0.8153644379429217
20.8,18.6,0.8180080199872495
20.8,18.7,0.8207253591951889
20.8,18.8,0.8235163900547118
20.8,18.9,0.8263806220008495
20.8,19.0,0.8293171460863533
20.8,19.1,0.8323246284046346
20.8,19.2,0.8354012950490646
20.8,19.3,0.8385449481998336
20.8,19.4,0.8417529724921232
20.8,19.5,0.8450223289021142
20.8,19.6,0.8483495716203262
20.8,19.7,0.8517308712985041
20.8,19.8,0.855162023725969
20.8,19.9,0.8586384627177572
20.8,20.0,0.8621553004625854
20.8,20.1,0.8657073492238891
20.8,20.2,0.8692891384413973
20.8,20.3,0.8728949598587603
20.8,20.4,0.8765189056736737
20.8,20.5,0.8801548907683413
20.8,20.6,0.883796698926486
20.8,20.7,0.8874380290315169
20.8,20.8,0.8910725280715585
20.8,20.9,0.8946938314725892
20.8,21.0,0.8982956137832697
20.8,21.1,0.9018716261033737
20.8,21.2,0.9054157334978447
20.8,21.3,0.9089219585486135
20.8,21.4,0.9123845243278826
20.8,21.5,0.9157978803572275
20.8,21.6,0.9191567428130597
20.8,21.7,0.922456127484577
20.8,21.8,0.9256913717287998
20.8,21.9,0.9288581600190694
20.8,22.0,0.9319526382566479
20.8,22.1,0.9349716068802608
20.8,22.2,0.9379122658897446
20.8,22.3,0.9407721661395406
20.8,22.4,0.9435492197752036
20.8,22.5,0.9462417166975176
20.8,22.6,0.9488483106144422
20.8,22.7,0.9513680107691784
20.8,22.8,0.9538001692305165
20.8,22.9,0.9561444726569993
20.8,23.0,0.9584009279253555
20.8,23.1,0.9605698495021974
20.8,23.2,0.9626518429625669
20.8,23.3,0.9646477874293534
20.8,23.4,0.9665588136050159
20.8,23.5,0.9683862858291785
20.8,23.6,0.9701317802264398
20.8,23.7,0.9717970618505402
20.8,23.8,0.973384062246734
20.8,23.9,0.9748948599082523
20.8,24.0,0.9763316558478231
20.8,24.1,0.9776967534275887
20.8,24.2,0.9789925392424629
20.8,24.3,0.9802214623591265
20.8,24.4,0.9813860156160925
20.8,24.5,0.9824887188507896
20.8,24.6,0.983532104836437
20.8,24.7,0.9845187006772802
20.8,24.8,0.9854510170218542
20.8,24.9,0.9863315371462709
20.8,25.0,0.9871627033173911
20.9,10.0,0.5140991119244124
20.9,10.1,0.5197177751084543
20.9,10.2,0.5253356531520222
20.9,10.3,0.5309516124972649
20.9,10.4,0.5365645137849292
20.9,10.5,0.5421732213613171
20.9,10.6,0.547776599489896
20.9,10.7,0.5533735125446541
20.9,10.8,0.558962830315798
20.9,10.9,0.5645434206318526
20.9,11.0,0.5701141614605371
20.9,11.1,0.5756738248305235
20.9,11.2,0.5812207555482155
20.9,11.3,0.5867527231060747
20.9,11.4,0.5922669389249613
20.9,11.5,0.5977600763886598
20.9,11.6,0.6032283799665987
20.9,11.7,0.6086677283300501
20.9,11.8,0.6140736988124139
20.9,11.9,0.6194416145004759
20.9,12.0,0.6247666386455687
20.9,12.1,0.6300438163241245
20.9,12.2,0.6352681235807844
20.9,12.3,0.6404345395875277
20.9,12.4,0.6455380878677905
20.9,12.5,0.650573881634268
20.9,12.6,0.6555371729505329
20.9,12.7,0.6604233911468854
20.9,12.8,0.6652281699805618
20.9,12.9,0.6699473979325631
20.9,13.0,0.6745772327025418
20.9,13.1,0.6791141245949075
20.9,13.2,0.6835548525591805
20.9,13.3,0.6878965278341174
20.9,13.4,0.6921366113169112
20.9,13.5,0.6962729269330381
20.9,13.6,0.7003036769998465
20.9,13.7,0.7042274283310859
20.9,13.8,0.7080431271538974
20.9,13.9,0.711750109337567
20.9,14.0,0.7153480775368704
20.9,14.1,0.7188371017293277
20.9,14.2,0.7222176331093001
20.9,14.3,0.7254904763003197
20.9,14.4,0.7286567782753944
20.9,14.5,0.731718036589399
20.9,14.6,0.7346761057705339
20.9,14.7,0.7375334202856236
20.9,14.8,0.7402929078112751
20.9,14.9,0.742957793298458
20.9,15.0,0.7455315661315103
20.9,15.1,0.7480179709753556
20.9,15.2,0.7504210119558465
20.9,15.3,0.7527449221814764
20.9,15.4,0.7549941449970049
20.9,15.5,0.757173340638032
20.9,15.6,0.759287361404189
20.9,15.7,0.7613412274653542
20.9,15.8,0.7633401244002889
20.9,15.9,0.7652893925053744
20.9,16.0,0.7671944949051905
20.9,16.1,0.7690610080385527
20.9,16.2,0.7708946148999692
20.9,16.3,0.7727010758296255
20.9,16.4,0.7744862105664136
20.9,16.5,0.7762558892195502
20.9,16.6,0.7780160069233624
20.9,16.7,0.7797724623762595
20.9,16.8,0.7815311408509936
20.9,16.9,0.783297894164022
20.9,17.0,0.7850785148504134
20.9,17.1,0.7868787159270353
20.9,17.2,0.7887041087511312
20.9,17.3,0.7905601776408225
20.9,17.4,0.7924522575787118
20.9,17.5,0.7943855084836646
20.9,17.6,0.7963648899828489
20.9,17.7,0.798395139472266
20.9,17.8,0.8004807447821819
20.9,17.9,0.8026259178687936
20.9,18.0,0.8048345731153512
20.9,18.1,0.8071103054204436
20.9,18.2,0.8094563109425894
20.9,18.3,0.8118746394232865
20.9,18.4,0.8143663387520563
20.9,18.5,0.8169320889535097
20.9,18.6,0.8195723468144471
20.9,18.7,0.8222872714674283
20.9,18.8,0.8250766150587696
20.9,18.9,0.8279397063374282
20.9,19.0,0.8308754579882573
20.9,19.1,0.8338823596516155
20.9,19.2,0.8369584660400531
20.9,19.3,0.840101411915824
20.9,19.4,0.8433084184244352
20.9,19.5,0.8465762891637232
20.9,19.6,0.8499014272273814
20.9,19.7,0.8532798597925503
20.9,19.8,0.8567072446370498
20.9,19.9,0.8601788886784258
20.9,20.0,0.8636897863139922
20.9,20.1,0.8672346407110072
20.9,20.2,0.8708078836158324
20.9,20.3,0.8744037215554334
20.9,20.4,0.8780161722252372
20.9,20.5,0.8816390881604537
20.9,20.6,0.8852662041719253
20.9,20.7,0.8888911850829553
20.9,20.8,0.8925076549922188
20.9,20.9,0.896109241617312
20.9,21.0,0.8996896229773497
20.9,21.1,0.9032425702475395
20.9,21.2,0.9067619792921529
20.9,21.3,0.9102419181256411
20.9,21.4,0.9136766659245193
20.9,21.5,0.9170607406150357
20.9,21.6,0.9203889378998954
20.9,21.7,0.923656361118036
20.9,21.8,0.9268584469862837
20.9,21.9,0.9299909844809007
20.9,22.0,0.933050245740279
20.9,22.1,0.9360332002139393
20.9,22.2,0.9389372228189061
20.9,22.3,0.9417600315777956
20.9,22.4,0.9444997025963524
20.9,22.5,0.947154678339332
20.9,22.6,0.9497237598089262
20.9,22.7,0.9522060946886354
20.9,22.8,0.9546011639678031
20.9,22.9,0.9569087731819487
20.9,23.0,0.9591290405504128
20.9,23.1,0.9612623802771865
20.9,23.2,0.9633094889762641
20.9,23.3,0.9652713263337233
20.9,23.4,0.9671490940061162
20.9,23.5,0.9689442182105171
20.9,23.6,0.970658326908331
20.9,23.7,0.9722932281327941
20.9,23.8,0.973850887973724
20.9,23.9,0.9753334116988809
20.9,24.0,0.9767430189579204
20.9,24.1,0.9780820246407663
20.9,24.2,0.979352820426186
20.9,24.3,0.9805578542573299
20.9,24.4,0.9816996120159885
20.9,24.5,0.9827806029038412
20.9,24.6,0.9838033431312732
20.9,24.7,0.9847703403316556
20.9,24.8,0.9856840824305976
20.9,24.9,0.9865470263537162
20.9,25.0,0.9873615864565661
21.0,10.0,0.5205335438786363
21.0,10.1,0.5260867418816655
21.0,10.2,0.531637916615631
21.0,10.3,0.5371859666653707
21.0,10.4,0.5427297961981589
21.0,10.5,0.5482683078465428
21.0,10.6,0.5538004040774651
21.0,10.7,0.5593249943788604
21.0,10.8,0.5648409859192948
21.0,10.9,0.5703472917971715
21.0,11.0,0.5758428318654745
21.0,11.1,0.5813264227457375
21.0,11.2,0.5867964598144653
21.0,11.3,0.5922507729081627
21.0,11.4,0.5976866241962507
21.0,11.5,0.60310075547143
21.0,11.6,0.608489469790322
21.0,11.7,0.6138487158324345
21.0,11.8,0.6191741372177219
21.0,11.9,0.6244611343209512
21.0,12.0,0.6297049407061861
21.0,12.1,0.6349006769297637
21.0,12.2,0.6400433989284645
21.0,12.3,0.6451281641891141
21.0,12.4,0.6501500744052233
21.0,12.5,0.6551043245094827
21.0,12.6,0.6599862446788349
21.0,12.7,0.6647913396006209
21.0,12.8,0.6695153236150752
21.0,12.9,0.674154157969595
21.0,13.0,0.67870407328353
21.0,13.1,0.6831615895566491
21.0,13.2,0.6875235501458397
21.0,13.3,0.6917871337208452
21.0,13.4,0.6959498552604603
21.0,13.5,0.7000095957989094
21.0,13.6,0.703964608966661
21.0,13.7,0.7078135049841013
21.0,13.8,0.711555272818213
21.0,13.9,0.7151892848486419
21.0,14.0,0.7187152745885079
21.0,14.1,0.7221333389925888
21.0,14.2,0.7254439503785908
21.0,14.3,0.7286479314980363
21.0,14.4,0.731746441332243
21.0,14.5,0.734740986231669
21.0,14.6,0.737633427535402
21.0,14.7,0.7404262350072677
21.0,14.8,0.7431223868203908
21.0,14.9,0.7457251582968351
21.0,15.0,0.7482380810835934
21.0,15.1,0.7506649406389037
21.0,15.2,0.7530097778707929
21.0,15.3,0.7552768588288302
21.0,15.4,0.7574706584885962
21.0,15.5,0.759595865044685
21.0,15.6,0.76165735653593
21.0,15.7,0.7636601778520502
21.0,15.8,0.7656095380399949
21.0,15.9,0.7675107980922009
21.0,16.0,0.7693694416618175
21.0,16.1,0.7711910650307277
21.0,16.2,0.7729813701993009
21.0,16.3,0.7747461350231504
21.0,16.4,0.77649119765467
21.0,16.5,0.7782224450231363
21.0,16.6,0.7799457887801633
21.0,16.7,0.7816671443984333
21.0,16.8,0.7833924120430154
21.0,16.9,0.785127458829144
21.0,17.0,0.7868780917304685
21.0,17.1,0.788650036681748
21.0,17.2,0.7904489172299454
21.0,17.3,0.7922802281128694
21.0,17.4,0.7941493137165218
21.0,17.5,0.7960613411282623
21.0,17.6,0.7980212743385316
21.0,17.7,0.8000338526544876
21.0,17.8,0.8021035645810216
21.0,17.9,0.8042346172446759
21.0,18.0,0.806430916842013
21.0,18.1,0.808696046434036
21.0,18.2,0.8110331815352746
21.0,18.3,0.8134442607432674
21.0,18.4,0.81593015068619
21.0,18.5,0.8184913484276365
21.0,18.6,0.8211281269328554
21.0,18.7,0.8238404622673727
21.0,18.8,0.8266279251106878
21.0,18.9,0.829489664897351
21.0,19.0,0.8324244162497967
21.0,19.1,0.8354304955241176
21.0,19.2,0.8385057873152773
21.0,19.3,0.8416477584130237
21.0,19.4,0.8448534686844907
21.0,19.5,0.8481195665146589
21.0,19.6,0.8514423056341075
21.0,19.7,0.85481757009639
21.0,19.8,0.8582408841673084
21.0,19.9,0.8617074292785715
21.0,20.0,0.8652120831801159
21.0,20.1,0.8687494431938991
21.0,20.2,0.8723138453499694
21.0,20.3,0.8758994138110805
21.0,20.4,0.8795000920268252
21.0,20.5,0.8831096761787189
21.0,20.6,0.8867218551421916
21.0,20.7,0.8903302580298651
21.0,20.8,0.8939284916686301
21.0,20.9,0.8975101761574101
21.0,21.0,0.9010689989574262
21.0,21.1,0.9045987516161574
21.0,21.2,0.9080933630103193
21.0,21.3,0.91154694820923
21.0,21.4,0.9149538448287513
21.0,21.5,0.9183086404276528
21.0,21.6,0.9216062108602914
21.0,21.7,0.9248417502318561
21.0,21.8,0.9280107916596321
21.0,21.9,0.9311092328180528
21.0,22.0,0.9341334687674475
21.0,22.1,0.937080637577744
21.0,22.2,0.9399482854304458
21.0,22.3,0.9427342975087488
21.0,22.4,0.945436908610956
21.0,22.5,0.9480547137422276
21.0,22.6,0.9505866565640668
21.0,22.7,0.9530320202348955
21.0,22.8,0.9553904121956862
21.0,22.9,0.9576617545903612
21.0,23.0,0.9598462733951383
21.0,23.1,0.96194448056448
21.0,23.2,0.9639571602990991
21.0,23.3,0.9658853502975063
21.0,23.4,0.9677303215490378
21.0,23.5,0.9694935582069045
21.0,23.6,0.9711767390405681
21.0,23.7,0.9727817128202108
21.0,23.8,0.9743104784762662
21.0,23.9,0.9757651657805961
21.0,24.0,0.9771480120384735
21.0,24.1,0.9784613415730439
21.0,24.2,0.9797075507738227
21.0,24.3,0.9808890850343721
21.0,24.4,0.9820084229668988
21.0,24.5,0.9830680616192953
21.0,24.6,0.9840705006228527
21.0,24.7,0.9850182279523221
21.0,24.8,0.9859137075259272
21.0,24.9,0.9867593711448358
21.0,25.0,0.9875576046111129
21.1,10.0,0.5269603907642809
21.1,10.1,0.5324468024867859
21.1,10.2,0.5379300062362287
21.1,10.3,0.543408942609563
21.1,10.4,0.5488825520986657
21.1,10.5,0.5543497778093396
21.1,10.6,0.5598095619478838
21.1,10.7,0.5652608524471379
21.1,10.8,0.5707026009975711
21.1,10.9,0.5761337624575367
21.1,11.0,0.5815532961470014
21.1,11.1,0.5869600654239765
21.1,11.2,0.5923525148362451
21.1,11.3,0.5977285296726834
21.1,11.4,0.6030854330079722
21.1,11.5,0.6084200237815846
21.1,11.6,0.6137286683527939
21.1,11.7,0.619007383358797
21.1,11.8,0.6242518799801375
21.1,11.9,0.6294576292889629
21.1,12.0,0.6346199398855096
21.1,12.1,0.639734007458604
21.1,12.2,0.6447949638506143
21.1,12.3,0.6497979432231904
21.1,12.4,0.6547381283779075
21.1,12.5,0.6596107891458324
21.1,12.6,0.6644113341030006
21.1,12.7,0.6691353447144996
21.1,12.8,0.6737786107375731
21.1,12.9,0.6783371662512913
21.1,13.0,0.6828073122686441
21.1,13.1,0.6871856354330129
21.1,13.2,0.69146904723929
21.1,13.3,0.6956547834713396
21.1,13.4,0.699740417521783
21.1,13.5,0.7037238840889897
21.1,13.6,0.7076034830426898
21.1,13.7,0.7113778710136589
21.1,13.8,0.715046075089592
21.1,13.9,0.7186075002958721
21.1,14.0,0.7220619134219457
21.1,14.1,0.7254094335679326
21.1,14.2,0.7286505540568315
21.1,14.3,0.7317861127234822
21.1,14.4,0.7348172809059168
21.1,14.5,0.7377455711038906
21.1,14.6,0.7405728488578578
21.1,14.7,0.7433016176721629
21.1,14.8,0.7459349061465845
21.1,14.9,0.7484760346332268
21.1,15.0,0.7509285782182937
21.1,15.1,0.7532963604043733
21.1,15.2,0.7555834564727764
21.1,15.3,0.7577941646685082
21.1,15.4,0.7599329899246684
21.1,15.5,0.7620046464109314
21.1,15.6,0.7640140377004317
21.1,15.7,0.7659662319326205
21.1,15.8,0.7678664600692047
21.1,15.9,0.7697201030032161
21.1,16.0,0.771532664752329
21.1,16.1,0.7733097603171196
21.1,16.2,0.7750571092339335
21.1,16.3,0.7767805075801564
21.1,16.4,0.778485809672572
21.1,16.5,0.7801789202571708
21.1,16.6,0.7818657663181589
21.1,16.7,0.7835522787073774
21.1,16.8,0.7852443741438905
21.1,16.9,0.7869479333195784
21.1,17.0,0.7886687772884129
21.1,17.1,0.7904126443661789
21.1,17.2,0.7921851712449308
21.1,17.3,0.7939918611766957
21.1,17.4,0.7958380682886977
21.1,17.5,0.7977289660287353
21.1,17.6,0.7996695225261533
21.1,17.7,0.8016644796678805
21.1,17.8,0.8037183236542661
21.1,17.9,0.8058352573953897
21.1,18.0,0.8080191793762771
21.1,18.1,0.8102736601384701
21.1,18.2,0.8126018519866325
21.1,18.3,0.8150055845927932
21.1,18.4,0.817485544190743
21.1,18.5,0.8200420445834705
21.1,18.6,0.8226751780587539
21.1,18.7,0.8253847378574576
21.1,18.8,0.8281701147946888
21.1,18.9,0.8310302800829825
21.1,19.0,0.8339637911764245
21.1,19.1,0.8369687933615697
21.1,19.2,0.8400430011968409
21.1,19.3,0.8431837164426694
21.1,19.4,0.8463878391639741
21.1,19.5,0.8496518643784511
21.1,19.6,0.8529718981036462
21.1,19.7,0.8563436831255683
21.1,19.8,0.8597626129017757
21.1,19.9,0.8632237449333692
21.1,20.0,0.8667218419530203
21.1,20.1,0.8702513988504578
21.1,20.2,0.8738066586539334
21.1,20.3,0.877381663898253
21.1,20.4,0.8809702903644431
21.1,20.5,0.8845662759890999
21.1,20.6,0.8881632662692802
21.1,20.7,0.8917548617461354
21.1,20.8,0.8953346512640918
21.1,20.9,0.8988962513454158
21.1,21.0,0.9024333598497329
21.1,21.1,0.9059397910507361
21.1,21.2,0.9094095096059288
21.1,21.3,0.9128366795172331
21.1,21.4,0.9162156978121477
21.1,21.5,0.9195412246155324
21.1,21.6,0.92280821567859
21.1,21.7,0.9260119560911237
21.1,21.8,0.9291480788609161
21.1,21.9,0.9322125864474614
21.1,22.0,0.9352019996877516
21.1,22.1,0.9381136221965891
21.1,22.2,0.9409451699303186
21.1,22.3,0.9436946910940398
21.1,22.4,0.9463605770186557
21.1,22.5,0.9489415718770019
21.1,22.6,0.9514367610376835
21.1,22.7,0.9538455589965462
21.1,22.8,0.9561676965350732
21.1,22.9,0.9584032105692925
21.1,23.0,0.960552430372244
21.1,23.1,0.9626159637860686
21.1,23.2,0.964594679700241
21.1,23.3,0.9664896915865351
21.1,23.4,0.9683023359293668
21.1,23.5,0.9700341542901286
21.1,23.6,0.9716868728118305
21.1,23.7,0.9732623794661016
21.1,23.8,0.9747627038782933
21.1,23.9,0.976189999155491
21.1,24.0,0.9775465174215652
21.1,24.1,0.97883459326367
21.1,24.2,0.9800566245558827
21.1,24.3,0.9812150542774472
21.1,24.4,0.9823123524599086
21.1,24.5,0.9833510037985793
21.1,24.6,0.9843334904181671
21.1,24.7,0.985262280295542
21.1,24.8,0.9861398138325248
21.1,24.9,0.9869684966911398
21.1,25.0,0.9877506864756715
21.2,10.0,0.5333758210017073
21.2,10.1,0.538794210043549
21.2,10.2,0.5442082674237514
21.2,10.3,0.5496169708505273
21.2,10.4,0.5550192996876859
21.2,10.5,0.5604142351842023
21.2,10.6,0.5658007616900933
21.2,10.7,0.5711778664691102
21.2,10.8,0.5765445408766355
21.2,10.9,0.5818997810744007
21.2,11.0,0.5872425882450854
21.2,11.1,0.5925718703553696
21.2,11.2,0.5978861222230136
21.2,11.3,0.6031832829316871
21.2,11.4,0.608460732008995
21.2,11.5,0.6137153288446684
21.2,11.6,0.6189435033780156
21.2,11.7,0.6241413374503838
21.2,11.8,0.6293046100887907
21.2,11.9,0.6344288620147215
21.2,12.0,0.6395094745657425
21.2,12.1,0.6445417190586525
21.2,12.2,0.6495208022624257
21.2,12.3,0.6544419335892796
21.2,12.4,0.6593003741579697
21.2,12.5,0.664091467933006
21.2,12.6,0.6688107018572543
21.2,12.7,0.6734537320506457
21.2,12.8,0.6780164215050561
21.2,12.9,0.6824948753784646
21.2,13.0,0.6868854618827505
21.2,13.1,0.6911848377211927
21.2,13.2,0.695389972457537
21.2,13.3,0.6994981633736383
21.2,13.4,0.7035070384960743
21.2,13.5,0.7074145832782048
21.2,13.6,0.7112191438530101
21.2,13.7,0.7149194194859337
21.2,13.8,0.7185144743908536
21.2,13.9,0.7220037468894107
21.2,14.0,0.7253870285508653
21.2,14.1,0.7286644647536986
21.2,14.2,0.7318365658333933
21.2,14.3,0.7349041850570933
21.2,14.4,0.7378685005934115
21.2,14.5,0.7407310327543254
21.2,14.6,0.7434936498123883
21.2,14.7,0.746158885536063
21.2,14.8,0.748729817557431
21.2,14.9,0.7512098103436646
21.2,15.0,0.7536024789881848
21.2,15.1,0.7559116827280111
21.2,15.2,0.7581415316891236
21.2,15.3,0.7602963537377188
21.2,15.4,0.762380681026595
21.2,15.5,0.764399254514738
21.2,15.6,0.7663570008571485
21.2,15.7,0.7682590109299279
21.2,15.8,0.770110535184517
21.2,15.9,0.7719169756552293
21.2,16.0,0.773683854669581
21.2,16.1,0.7754168039740893
21.2,16.2,0.7771215619125592
21.2,16.3,0.7788039410779929
21.2,16.4,0.7804698123815963
21.2,16.5,0.7821250952946207
21.2,16.6,0.7837757344891105
21.2,16.7,0.7854276752559637
21.2,16.8,0.7870868484692984
21.2,16.9,0.7887591504474233
21.2,17.0,0.7904504139022515
21.2,17.1,0.7921663910535204
21.2,17.2,0.7939127283197498
