scenario,Group,GA,mean_reliability,q10_reliability,min_reliability,detection_failure_risk,delay_risk,minimax_risk
no_error,1,12.8,0.8411414359601469,0.7678732107473295,0.6411843540711951,0.1588585640398531,0.05333333333333338,0.1588585640398531
no_error,1,12.9,0.8438799126289529,0.7703784072075909,0.6464100073019035,0.1561200873710471,0.060000000000000026,0.1561200873710471
no_error,1,13.0,0.8465429241429726,0.772827416269341,0.6515394214946842,0.1534570758570274,0.06666666666666667,0.1534570758570274
no_error,1,13.1,0.8491292367824155,0.7764936770277955,0.656568460302482,0.15087076321758452,0.0733333333333333,0.15087076321758452
no_error,1,13.2,0.8516378508660338,0.7798829151500832,0.66149320311878,0.14836214913396617,0.07999999999999995,0.14836214913396617
no_error,1,13.3,0.8540679976035639,0.7840615079160033,0.6663103174197478,0.1459320023964361,0.08666666666666671,0.1459320023964361
no_error,1,13.4,0.8564191330235367,0.787983595772781,0.671016686927593,0.14358086697646333,0.09333333333333335,0.14358086697646333
no_error,1,13.5,0.8586909450020374,0.7913461796395101,0.6756096708481325,0.14130905499796265,0.1,0.14130905499796265
no_error,1,13.6,0.8608833533933511,0.7935125798427095,0.6800869821527381,0.1391166466066489,0.10666666666666665,0.1391166466066489
no_error,1,13.7,0.8629964928767846,0.7950542410605073,0.6844468050883905,0.1370035071232154,0.11333333333333329,0.1370035071232154
no_error,1,13.8,0.8650307151845241,0.7965255672147843,0.6886876603443935,0.13496928481547588,0.12000000000000005,0.13496928481547588
no_error,1,13.9,0.8669865890103022,0.7981605479172679,0.6928085578575975,0.13301341098969777,0.12666666666666668,0.13301341098969777
no_error,1,14.0,0.8688648788377243,0.8014582465166279,0.6968089285845505,0.13113512116227566,0.13333333333333333,0.13333333333333333
no_error,1,14.1,0.8706665423350837,0.8046720210608662,0.7006885328818311,0.12933345766491633,0.13999999999999999,0.13999999999999999
no_error,1,14.2,0.8723927330038335,0.8077570178181875,0.7044475694882713,0.12760726699616654,0.1466666666666666,0.1466666666666666
no_error,1,14.3,0.8740447781846282,0.8103976409056648,0.7080866908307861,0.12595522181537178,0.15333333333333338,0.15333333333333338
no_error,1,14.4,0.8756241711289142,0.8123927137312297,0.7116068220175715,0.12437582887108578,0.16000000000000003,0.16000000000000003
no_error,1,14.5,0.8771325727256488,0.8151318984228397,0.7150093605746658,0.12286742727435118,0.16666666666666666,0.16666666666666666
no_error,1,14.6,0.8785717904481822,0.8177572602418689,0.7182959283325158,0.12142820955181777,0.1733333333333333,0.1733333333333333
no_error,1,14.7,0.8799436309229078,0.8200992529119155,0.7214671652698444,0.12005636907709216,0.17999999999999997,0.17999999999999997
no_error,1,14.8,0.8812499604329468,0.8220668631337443,0.7245233158533537,0.11875003956705321,0.1866666666666667,0.1866666666666667
no_error,1,14.9,0.8824927889274542,0.8237956240317075,0.7274649263421569,0.1175072110725458,0.19333333333333336,0.19333333333333336
no_error,1,15.0,0.8836742577865497,0.8253393909169746,0.7302928350585767,0.11632574221345027,0.2,0.2
no_error,1,15.1,0.8847966321506731,0.826815830057341,0.733008299296971,0.11520336784932694,0.20666666666666664,0.20666666666666664
no_error,1,15.2,0.8858623041548276,0.8282732177263924,0.7356128141460003,0.11413769584517242,0.2133333333333333,0.2133333333333333
no_error,1,15.3,0.8868737751374522,0.8298336799992259,0.7381082193215576,0.11312622486254775,0.22000000000000006,0.22000000000000006
no_error,1,15.4,0.8878336466771447,0.8310057461390623,0.7404965639182238,0.1121663533228553,0.22666666666666668,0.22666666666666668
no_error,1,15.5,0.8887446223716483,0.832117242549595,0.742780213942055,0.11125537762835169,0.23333333333333334,0.23333333333333334
no_error,1,15.6,0.8896095007579332,0.8332348773538744,0.7449617477147816,0.11039049924206679,0.23999999999999996,0.23999999999999996
no_error,1,15.7,0.8904311568419918,0.8345642724930465,0.7470439341480214,0.10956884315800819,0.24666666666666662,0.24666666666666662
no_error,1,15.8,0.8912125450580484,0.8360001648152424,0.7490297934650894,0.10878745494195163,0.25333333333333335,0.25333333333333335
no_error,1,15.9,0.8919566946567228,0.837355428825812,0.7509224849967391,0.10804330534327722,0.26,0.26
no_error,1,16.0,0.8926666969221034,0.8386339523896823,0.7527253629594066,0.10733330307789657,0.26666666666666666,0.26666666666666666
no_error,1,16.1,0.8933456952393237,0.8398396427215902,0.7544419019045419,0.10665430476067628,0.27333333333333343,0.27333333333333343
no_error,1,16.2,0.8939968890669577,0.8407623884387483,0.7560757377465089,0.10600311093304227,0.27999999999999997,0.27999999999999997
no_error,1,16.3,0.8946235157171671,0.8414358846125756,0.7576305878932119,0.10537648428283286,0.28666666666666674,0.28666666666666674
no_error,1,16.4,0.8952288430938024,0.8421067468004282,0.7591102942492138,0.10477115690619765,0.2933333333333332,0.2933333333333332
no_error,1,16.5,0.8958161699480428,0.8428357075444971,0.7605187769896011,0.1041838300519572,0.3,0.3
no_error,1,16.6,0.8963888070436492,0.8435425616145787,0.7618599962260786,0.1036111929563508,0.30666666666666675,0.30666666666666675
no_error,1,16.7,0.8969500710439473,0.8442321251101065,0.763137992363434,0.1030499289560527,0.3133333333333333,0.3133333333333333
no_error,1,16.8,0.8975032744087253,0.8449092695345364,0.764356832984417,0.10249672559127465,0.32000000000000006,0.32000000000000006
no_error,1,16.9,0.898051717918975,0.8455788116934168,0.7655205959352108,0.10194828208102502,0.32666666666666655,0.32666666666666655
no_error,1,17.0,0.8985986731263245,0.8462455846646112,0.7666333515107492,0.10140132687367553,0.3333333333333333,0.3333333333333333
no_error,1,17.1,0.8991473772779284,0.8469143506709244,0.7676991987269758,0.10085262272207163,0.3400000000000001,0.3400000000000001
no_error,1,17.2,0.8997010122896469,0.8475898208940179,0.7687221463151627,0.10029898771035306,0.3466666666666666,0.3466666666666666
no_error,1,17.3,0.9002627016706083,0.84827665844233,0.7697062189151747,0.09973729832939171,0.3533333333333334,0.3533333333333334
no_error,1,17.4,0.9008354965281624,0.8489794040231738,0.7706553438653463,0.09916450347183758,0.35999999999999993,0.35999999999999993
no_error,1,17.5,0.9014223446810282,0.8497025123425859,0.7715733933635205,0.09857765531897178,0.36666666666666664,0.36666666666666664
no_error,1,17.6,0.9020261043747253,0.8504502941450822,0.7724641405048261,0.0979738956252747,0.3733333333333334,0.3733333333333334
no_error,1,17.7,0.9026495089271876,0.8512863932147531,0.773331252227088,0.09735049107281235,0.37999999999999995,0.37999999999999995
no_error,1,17.8,0.9032951601020819,0.8522139849187672,0.7741782942727659,0.09670483989791812,0.3866666666666667,0.3866666666666667
no_error,1,17.9,0.9039655109548956,0.8531949221972108,0.7750086574139203,0.09603448904510437,0.39333333333333326,0.39333333333333326
no_error,1,18.0,0.9046628567265482,0.8542328085607052,0.7758256381136588,0.09533714327345177,0.4,0.4
no_error,1,18.1,0.9053893164048639,0.8548387367919079,0.7766323370324959,0.09461068359513614,0.4066666666666668,0.4066666666666668
no_error,1,18.2,0.9061468140744229,0.8554286915193745,0.7774318288363888,0.09385318592557712,0.4133333333333333,0.4133333333333333
no_error,1,18.3,0.9069370194755483,0.8562337446725246,0.7782295012492787,0.09306298052445172,0.42000000000000004,0.42000000000000004
no_error,1,18.4,0.9077613642043538,0.8572348845855318,0.7790325739768739,0.09223863579564617,0.4266666666666666,0.4266666666666666
no_error,1,18.5,0.9086210834744369,0.8583459660236792,0.7798480818837591,0.09137891652556307,0.43333333333333335,0.43333333333333335
no_error,1,18.6,0.9095173046702341,0.859665172417056,0.7806829948154512,0.09048269532976594,0.4400000000000001,0.4400000000000001
no_error,1,18.7,0.9104509953937268,0.861043872006085,0.7815441026877694,0.08954900460627324,0.4466666666666666,0.4466666666666666
no_error,1,18.8,0.9114229046704723,0.8621578434031965,0.7824378854057086,0.08857709532952773,0.45333333333333337,0.45333333333333337
no_error,1,18.9,0.9124335510388026,0.863323237687089,0.7833705202268311,0.08756644896119736,0.4599999999999999,0.4599999999999999
no_error,1,19.0,0.9134832258734277,0.8645480654435823,0.7843478815447125,0.08651677412657233,0.4666666666666667,0.4666666666666667
no_error,1,19.1,0.914571997650837,0.8659766349876623,0.7853754857256838,0.08542800234916303,0.47333333333333344,0.47333333333333344
no_error,1,19.2,0.9156996934774204,0.8670303197691674,0.7864585216422582,0.08430030652257958,0.4799999999999999,0.4799999999999999
no_error,1,19.3,0.9168659155756729,0.8682519179941305,0.787601777962504,0.08313408442432713,0.4866666666666667,0.4866666666666667
no_error,1,19.4,0.9180700457831507,0.8703134929571189,0.7888097328385673,0.08192995421684934,0.49333333333333323,0.49333333333333323
no_error,1,19.5,0.9193112378404001,0.8717432141131727,0.790086421908962,0.08068876215959986,0.5,0.5
no_error,1,19.6,0.9205884258415452,0.873678875806404,0.7914355359762623,0.07941157415845479,0.5066666666666667,0.5066666666666667
no_error,1,19.7,0.9219003438399482,0.8748582556666099,0.7928603256265662,0.07809965616005177,0.5133333333333333,0.5133333333333333
no_error,1,19.8,0.9232455195833236,0.8765738998009851,0.7943636739365918,0.07675448041667643,0.52,0.52
no_error,1,19.9,0.9246222909253877,0.8797106892934097,0.795948008504646,0.07537770907461228,0.5266666666666666,0.5266666666666666
no_error,1,20.0,0.9260288177411055,0.8825361202099782,0.7976153723662105,0.07397118225889454,0.5333333333333333,0.5333333333333333
no_error,1,20.1,0.9274630966636194,0.8842523241747826,0.7993673833736292,0.07253690333638063,0.5400000000000001,0.5400000000000001
no_error,1,20.2,0.9289229697660905,0.8859037973410652,0.8012052206101958,0.07107703023390954,0.5466666666666666,0.5466666666666666
no_error,1,20.3,0.9304061412757172,0.887394647728041,0.8031296532847484,0.06959385872428281,0.5533333333333333,0.5533333333333333
no_error,1,20.4,0.9319102003057681,0.8896283729471467,0.8051410591514768,0.0680897996942319,0.5599999999999999,0.5599999999999999
no_error,1,20.5,0.9334326295941301,0.892495667690732,0.8072393707604089,0.06656737040586991,0.5666666666666667,0.5666666666666667
no_error,1,20.6,0.9349708244038364,0.8952278359530024,0.8094241168323669,0.06502917559616361,0.5733333333333335,0.5733333333333335
no_error,1,20.7,0.936522112801345,0.8969788404360308,0.8116944617218714,0.06347788719865499,0.58,0.58
no_error,1,20.8,0.9380837776090595,0.8987486954052397,0.8140491513928387,0.06191622239094052,0.5866666666666667,0.5866666666666667
no_error,1,20.9,0.939653061911073,0.9005601314828626,0.8164865768968488,0.060346938088926994,0.5933333333333333,0.5933333333333333
no_error,1,21.0,0.9412271998860757,0.9024425508389116,0.8190047700720252,0.05877280011392427,0.6,0.6
no_error,1,21.1,0.9428034305474083,0.9046713011431151,0.8216013941860639,0.05719656945259166,0.6066666666666668,0.6066666666666668
no_error,1,21.2,0.9443790137790297,0.907032252699671,0.8242738288580311,0.055620986220970337,0.6133333333333333,0.6133333333333333
no_error,1,21.3,0.9459512425050577,0.9099424938347408,0.8270191072854244,0.05404875749494231,0.62,0.62
no_error,1,21.4,0.9475174713552006,0.912710778961483,0.8298340114661381,0.05248252864479941,0.6266666666666666,0.6266666666666666
no_error,1,21.5,0.9490751198924798,0.9155593712503319,0.832715025646948,0.050924880107520165,0.6333333333333333,0.6333333333333333
no_error,1,21.6,0.9506216868144096,0.9179743955178545,0.8356584297348818,0.04937831318559038,0.6400000000000001,0.6400000000000001
no_error,1,21.7,0.9521547710812357,0.9201229157172603,0.8386602347537319,0.047845228918764304,0.6466666666666666,0.6466666666666666
no_error,1,21.8,0.953672076908418,0.9224971150302748,0.8417163029860112,0.04632792309158196,0.6533333333333334,0.6533333333333334
no_error,1,21.9,0.9551714231377696,0.9254847641067772,0.8448223331461607,0.04482857686223041,0.6599999999999999,0.6599999999999999
no_error,1,22.0,0.9566507553070076,0.9277279131226736,0.8479733273451179,0.043349244692992395,0.6666666666666666,0.6666666666666666
no_error,1,22.1,0.9581081505532465,0.9298369001148642,0.8511625605433617,0.041891849446753504,0.6733333333333335,0.6733333333333335
no_error,1,22.2,0.9595418044094188,0.9320173747073467,0.854383055891111,0.04045819559058117,0.6799999999999999,0.6799999999999999
no_error,1,22.3,0.9609500404511793,0.9341691224868647,0.8576278464161824,0.039049959548820734,0.6866666666666668,0.6866666666666668
no_error,1,22.4,0.9623313221970505,0.936323893233029,0.8608901488712867,0.03766867780294947,0.6933333333333332,0.6933333333333332
no_error,1,22.5,0.9636842627733344,0.9385060410144738,0.8641633800253162,0.03631573722666559,0.7,0.7
no_error,1,22.6,0.9650076270716847,0.9406372035576255,0.8674411221822861,0.03499237292831525,0.7066666666666668,0.7066666666666668
no_error,1,22.7,0.9663003261170685,0.9427160711369792,0.870717195421733,0.03369967388293149,0.7133333333333333,0.7133333333333333
no_error,1,22.8,0.9675614165701076,0.944741624249493,0.873985650145686,0.032438583429892365,0.7200000000000001,0.7200000000000001
no_error,1,22.9,0.9687900974448621,0.9467129661260795,0.8772407502447699,0.03120990255513789,0.7266666666666666,0.7266666666666666
no_error,1,23.0,0.9699857130134699,0.9486668893891327,0.8804771182900204,0.03001428698653008,0.7333333333333333,0.7333333333333333
no_error,1,23.1,0.9711477464913058,0.9505609746444916,0.8836895573993511,0.028852253508694248,0.7400000000000001,0.7400000000000001
no_error,1,23.2,0.972275820026885,0.9523947591367179,0.8868732743306196,0.02772417997311505,0.7466666666666666,0.7466666666666666
no_error,1,23.3,0.9733696864463275,0.9541685285982641,0.8900237575945674,0.026630313553672513,0.7533333333333334,0.7533333333333334
no_error,1,23.4,0.9744292279029505,0.9558826672024774,0.8931367862369864,0.0255707720970495,0.7599999999999999,0.7599999999999999
no_error,1,23.5,0.9754544460315334,0.9575377549618964,0.896208556215943,0.024545553968466582,0.7666666666666667,0.7666666666666667
no_error,1,23.6,0.9764454598634125,0.9591155600802933,0.8992355539074663,0.023554540136587532,0.7733333333333334,0.7733333333333334
no_error,1,23.7,0.9774024930236085,0.9606227831376244,0.9022145903883637,0.022597506976391513,0.7799999999999999,0.7799999999999999
no_error,1,23.8,0.9783258681956122,0.962083638177725,0.9051428485654607,0.02167413180438782,0.7866666666666667,0.7866666666666667
no_error,1,23.9,0.979216004900884,0.9634982421012956,0.9080178611324854,0.020783995099115993,0.7933333333333332,0.7933333333333332
no_error,1,24.0,0.9800734024741335,0.9648668889066908,0.910837440683327,0.019926597525866452,0.8,0.8
no_error,1,24.1,0.9808986355833602,0.9661899763439464,0.9135997439796035,0.019101364416639788,0.8066666666666668,0.8066666666666668
no_error,1,24.2,0.9816923509892734,0.9674680610308763,0.9163032765089539,0.018307649010726568,0.8133333333333332,0.8133333333333332
no_error,1,24.3,0.9824552533140541,0.9687018078408888,0.9189468169808199,0.017544746685945856,0.8200000000000001,0.8200000000000001
no_error,1,24.4,0.983188095109019,0.969891962719326,0.9215294334042895,0.016811904890981055,0.8266666666666665,0.8266666666666665
no_error,1,24.5,0.9838916789064783,0.971039408959068,0.9240504743981366,0.01610832109352167,0.8333333333333334,0.8333333333333334
no_error,1,24.6,0.9845668431539301,0.9721327819583865,0.9265095472302128,0.01543315684606994,0.8400000000000001,0.8400000000000001
no_error,1,24.7,0.9852144551312677,0.9731654374078499,0.9289064851410663,0.014785544868732292,0.8466666666666666,0.8466666666666666
no_error,1,24.8,0.9858354048484743,0.9741556091103549,0.9312413884638453,0.014164595151525683,0.8533333333333334,0.8533333333333334
no_error,1,24.9,0.9864306021752278,0.9751049277263002,0.9335145602062501,0.013569397824772178,0.8599999999999999,0.8599999999999999
no_error,1,25.0,0.9870009668716722,0.9760626711146965,0.9357264901331411,0.012999033128327842,0.8666666666666667,0.8666666666666667
no_error,2,10.0,0.4457510511175654,0.2904164616078538,0.04814152801551992,0.5542489488824346,0.0,0.5542489488824346
no_error,2,10.1,0.4529370565752713,0.29809660789191356,0.05063818924229127,0.5470629434247287,0.0,0.5470629434247287
no_error,2,10.2,0.4601463464237209,0.30587729255590673,0.05324338707522977,0.5398536535762791,0.0,0.5398536535762791
no_error,2,10.3,0.46737663418596126,0.31375595515783555,0.0559603431895038,0.5326233658140387,0.0,0.5326233658140387
no_error,2,10.4,0.4746255888363276,0.32172983998610344,0.05879232366651636,0.5253744111636725,0.0,0.5253744111636725
no_error,2,10.5,0.4818908663306181,0.32979606820411406,0.06174262455895681,0.5181091336693819,0.0,0.5181091336693819
no_error,2,10.6,0.4891700928363984,0.337951638799095,0.0648144549505446,0.5108299071636015,0.0,0.5108299071636015
no_error,2,10.7,0.4964608907803308,0.34619340836444396,0.06801106042585037,0.5035391092196693,0.0,0.5035391092196693
no_error,2,10.8,0.5037608426183706,0.35451805544251275,0.07133567079551546,0.4962391573816294,0.0,0.4962391573816294
no_error,2,10.9,0.5110675382883122,0.36292218243332447,0.07479142528079984,0.4889324617116878,0.0,0.4889324617116878
no_error,2,11.0,0.5183785482018609,0.3714022725590515,0.07838147654228914,0.4816214517981391,0.0,0.4816214517981391
no_error,2,11.1,0.5256909638996295,0.37995416938984344,0.0821089020144779,0.47430903610037045,0.0,0.47430903610037045
no_error,2,11.2,0.533000086580745,0.38857181078869185,0.08597662649445623,0.46699991341925495,0.0,0.46699991341925495
no_error,2,11.3,0.540300286029585,0.39724809821528856,0.08998735561375591,0.459699713970415,0.0,0.459699713970415
no_error,2,11.4,0.5475854314910529,0.40597505848189236,0.09414340372433948,0.4524145685089471,0.0,0.4524145685089471
no_error,2,11.5,0.5548489007572205,0.4147440166442871,0.09844667798482444,0.4451510992427795,0.0,0.4451510992427795
no_error,2,11.6,0.5620836969819983,0.4235456674414298,0.10289873985231739,0.43791630301800166,0.0,0.43791630301800166
no_error,2,11.7,0.5692825188076914,0.43237014219080144,0.10750062888268566,0.43071748119230857,0.0,0.43071748119230857
no_error,2,11.8,0.5764378291879214,0.4412070517657139,0.11225297484949186,0.4235621708120786,0.0,0.4235621708120786
no_error,2,11.9,0.58354191719875,0.4500455661295564,0.11715592674064056,0.41645808280124996,0.0,0.41645808280124996
no_error,2,12.0,0.5905869827551147,0.4588745540347079,0.12220911252971735,0.4094130172448853,0.0,0.4094130172448853
no_error,2,12.1,0.5975652090785081,0.46768260483103274,0.12741169644807307,0.4024347909214919,0.006666666666666643,0.4024347909214919
no_error,2,12.2,0.6044688180280975,0.47645807615716623,0.13276231215954645,0.3955311819719025,0.013333333333333286,0.3955311819719025
no_error,2,12.3,0.6112901310712238,0.48518945687843185,0.13825908171960824,0.38870986892877624,0.02000000000000005,0.38870986892877624
no_error,2,12.4,0.6180216127945923,0.49386497573042515,0.1438996385622248,0.38197838720540767,0.02666666666666669,0.38197838720540767
no_error,2,12.5,0.6246559859276399,0.5024731164226405,0.14968113367084296,0.37534401407236007,0.03333333333333333,0.37534401407236007
no_error,2,12.6,0.6311861777422225,0.5110024765074389,0.15560022129905365,0.3688138222577775,0.03999999999999997,0.3688138222577775
no_error,2,12.7,0.6376054514553641,0.519441850598127,0.1616531115121175,0.36239454854463593,0.04666666666666662,0.36239454854463593
no_error,2,12.8,0.643907407922615,0.5277804871837972,0.16783555881895243,0.356092592077385,0.05333333333333338,0.356092592077385
no_error,2,12.9,0.650086024359439,0.5360078393817124,0.1741429329336606,0.34991397564056104,0.060000000000000026,0.34991397564056104
no_error,2,13.0,0.6561356596815521,0.5433800689030153,0.18057026979689364,0.3438643403184479,0.06666666666666667,0.3438643403184479
no_error,2,13.1,0.6620511255766879,0.5504938462510586,0.18711221083668378,0.3379488744233121,0.0733333333333333,0.3379488744233121
no_error,2,13.2,0.6678276568846788,0.5574632663338727,0.19376316468717694,0.3321723431153212,0.07999999999999995,0.3321723431153212
no_error,2,13.3,0.6734609523952512,0.5642802588047372,0.2005172859320859,0.32653904760474883,0.08666666666666671,0.32653904760474883
no_error,2,13.4,0.6789471730291118,0.5709374708534255,0.2073685188830049,0.3210528269708882,0.09333333333333335,0.3210528269708882
no_error,2,13.5,0.6842829338338566,0.5774280315643561,0.2143107120898118,0.31571706616614337,0.1,0.31571706616614337
no_error,2,13.6,0.68946534080876,0.5837456390373299,0.22133758038754686,0.31053465919124,0.10666666666666665,0.31053465919124
no_error,2,13.7,0.6944919430464908,0.5898846186078149,0.22844283139973046,0.30550805695350924,0.11333333333333329,0.30550805695350924
no_error,2,13.8,0.6993607552495423,0.5958399941730377,0.2356201840186184,0.30063924475045767,0.12000000000000005,0.30063924475045767
no_error,2,13.9,0.7040702346093646,0.6016072504661852,0.24286343120219053,0.2959297653906354,0.12666666666666668,0.2959297653906354
no_error,2,14.0,0.7086192689959965,0.6071826047964316,0.25016649858542456,0.2913807310040035,0.13333333333333333,0.2913807310040035
no_error,2,14.1,0.7130071597180814,0.6125628216861331,0.2575234660771708,0.2869928402819186,0.13999999999999999,0.2869928402819186
no_error,2,14.2,0.7172336272435544,0.6177452224415796,0.2649286642366908,0.28276637275644556,0.1466666666666666,0.28276637275644556
no_error,2,14.3,0.7212987618510037,0.622727805547848,0.27237668258814396,0.2787012381489963,0.15333333333333338,0.2787012381489963
no_error,2,14.4,0.7252030089682313,0.6275090690131759,0.27986241970330705,0.2747969910317687,0.16000000000000003,0.2747969910317687
no_error,2,14.5,0.728947178450161,0.6320879543497824,0.28738113142130217,0.271052821549839,0.16666666666666666,0.271052821549839
no_error,2,14.6,0.7325325376715887,0.6364642431726044,0.29492846555627483,0.26746746232841134,0.1733333333333333,0.26746746232841134
no_error,2,14.7,0.7359625242088061,0.6406412305878177,0.3025002557821761,0.26403747579119385,0.17999999999999997,0.26403747579119385
no_error,2,14.8,0.7392420697681736,0.6446245784570811,0.3100926247341805,0.26075793023182636,0.1866666666666667,0.26075793023182636
no_error,2,14.9,0.7423763357112575,0.6484203335910518,0.31770221150095956,0.2576236642887425,0.19333333333333336,0.2576236642887425
no_error,2,15.0,0.7453706459404601,0.6520349059857004,0.325326048692935,0.2546293540595399,0.2,0.2546293540595399
no_error,2,15.1,0.7482304820591634,0.6554751127446071,0.33296169618308025,0.2517695179408366,0.20666666666666664,0.2517695179408366
no_error,2,15.2,0.7509614842813089,0.6587479589771339,0.34060722872804305,0.24903851571869107,0.2133333333333333,0.24903851571869107
no_error,2,15.3,0.7535694431900054,0.6618607794355349,0.34826125539733244,0.2464305568099946,0.22000000000000006,0.2464305568099946
no_error,2,15.4,0.7560602607750314,0.6648211494104517,0.3559228132431249,0.2439397392249686,0.22666666666666668,0.2439397392249686
no_error,2,15.5,0.7584399844979993,0.6676369348200519,0.3635915239028531,0.24156001550200068,0.23333333333333334,0.24156001550200068
no_error,2,15.6,0.760714764431503,0.6703161235581448,0.37126751170359407,0.239285235568497,0.23999999999999996,0.23999999999999996
no_error,2,15.7,0.762890863956177,0.6728670369686601,0.3789513723153938,0.237109136043823,0.24666666666666662,0.24666666666666662
no_error,2,15.8,0.7649746414585699,0.6752980722614613,0.38664417579221577,0.23502535854143014,0.25333333333333335,0.25333333333333335
no_error,2,15.9,0.7669725567280996,0.6776179262958674,0.3943474351904866,0.2330274432719004,0.26,0.26
no_error,2,16.0,0.7688911473682674,0.6798353322724424,0.40206319196828255,0.23110885263173264,0.26666666666666666,0.26666666666666666
no_error,2,16.1,0.7707370108753866,0.68195922194553,0.40979376968543463,0.2292629891246134,0.27333333333333343,0.27333333333333343
no_error,2,16.2,0.7725168407142247,0.6839987157095261,0.41754202373428706,0.22748315928577534,0.27999999999999997,0.27999999999999997
no_error,2,16.3,0.7742373623747824,0.6859628846759429,0.42531099604337974,0.22576263762521764,0.28666666666666674,0.28666666666666674
no_error,2,16.4,0.7759053563121319,0.6878610489945884,0.4331041975607061,0.22409464368786813,0.2933333333333332,0.2933333333333332
no_error,2,16.5,0.7775276419779418,0.689702542739103,0.4409253697536549,0.22247235802205823,0.3,0.3
no_error,2,16.6,0.7791110622064276,0.6914967612087706,0.44877841980062516,0.22088893779357244,0.30666666666666675,0.30666666666666675
no_error,2,16.7,0.7806624639767652,0.6932531380444988,0.45666754736358317,0.2193375360232348,0.3133333333333333,0.3133333333333333
no_error,2,16.8,0.7821887010138199,0.6949810754594974,0.46459714584608,0.21781129898618012,0.32000000000000006,0.32000000000000006
no_error,2,16.9,0.7836966088658824,0.6966900984421651,0.47257153895413534,0.21630339113411756,0.32666666666666655,0.32666666666666655
no_error,2,17.0,0.7851929925385746,0.6983896206464177,0.48059531744731254,0.21480700746142545,0.3333333333333333,0.3333333333333333
no_error,2,17.1,0.7866846020006005,0.7000889848004823,0.48867291341434627,0.21331539799939947,0.3400000000000001,0.3400000000000001
