"row_id","eta_fixed","eta_conditional","mu_fixed","mu_conditional"
"Q1_0213",-2.85268749187901,-3.04588169319236,0.0545425634881836,0.045395605918594
"Q1_0214",-2.6644069934617,-2.85760119477505,0.0651065751701059,0.0542897291915993
"Q1_0215",-2.54685638127189,-2.74005058258524,0.0726379605397473,0.0606510214365328
"Q1_0216",-2.49895574895998,-2.69214995027334,0.0759314183315188,0.063438161747348
"Q1_0217",-2.29236259172707,-2.48555679304043,0.0917574661846528,0.0768769256011894
"Q1_0218",-2.57117351576077,-2.67034328445736,0.0710168442126706,0.0647461782155695
"Q1_0219",-2.3940720721809,-2.49324184087748,0.0836258490017315,0.0763333122117757
"Q1_0220",-2.38508767021331,-2.4842574389099,0.0843169273695121,0.076969187400274
"Q1_0221",-2.17676618530545,-2.27593595400204,0.101856381970861,0.0931356409934946
"Q1_0222",-2.9002937223692,-2.51069626350101,0.0521390452432488,0.0751117257768416
"Q1_0223",-2.62986470962577,-2.24026725075759,0.0672409354481439,0.0961923045972791
"Q1_0224",-2.57391881326655,-2.18432135439836,0.0708359406206234,0.101167298634656
"Q1_0225",-2.24727338296996,-1.85767592410178,0.0955849169141062,0.134974171968205
"Q1_0226",-2.52730077988553,-2.00440657255916,0.0739663180222598,0.118741035966594
"Q1_0227",-2.3940720721809,-1.87117786485452,0.0836258490017315,0.13340549257472
"Q1_0228",-2.35905361110516,-1.83615940377878,0.0863488284560266,0.137506146594739
"Q1_0229",-2.15591799344384,-1.63302378611746,0.103779502507623,0.163416553794506
"Q1_0230",-2.52040696251041,-2.57279899567299,0.0744399011614117,0.0709096804408911
"Q1_0231",-2.38249777473839,-2.43488980790097,0.0845171023312972,0.0805505738069315
"Q1_0232",-2.3290285381203,-2.38142057128288,0.088747195094205,0.0846004871418654
"Q1_0233",-2.1521653994816,-2.20455743264418,0.10412904802359,0.0993419760485885
"Q1_0234",-3.01880877049671,-3.27718557988655,0.0465833524332494,0.0363622050615516
"Q1_0235",-2.80947037863767,-3.0678471880275,0.0568145547886534,0.0444531831652777
"Q1_0236",-2.70277509142034,-2.96115190081017,0.0628098027209795,0.0492120803597393
"Q1_0237",-2.24283057114824,-2.50120738053807,0.0959696817573871,0.0757735814914736
"Q1_0238",-2.63370507956749,-2.54897122678901,0.0670004689520996,0.0724956296698432
"Q1_0239",-2.55744472365832,-2.47271087087984,0.0719279314861994,0.077793529923049
"Q1_0240",-2.46220409345744,-2.37747024067897,0.0785506556282256,0.0849069160022101
"Q1_0241",-2.16274078197589,-2.07800692919742,0.103146632913263,0.111252880302237
"Q1_0242",-2.63287665674745,-2.02022373296027,0.0670522734070777,0.117095858392196
"Q1_0243",-2.53299286796231,-1.92033994417513,0.0735773809622093,0.127823662924362
"Q1_0244",-2.42952142088753,-1.81686849710035,0.0809490645974695,0.13981005291322
"Q1_0245",-2.20889065179558,-1.59623772800839,0.0989549418416124,0.168508101301979
"Q1_0246",-2.74604858313229,-2.92594822069011,0.060310199660685,0.0508856551896682
"Q1_0247",-2.59073979102694,-2.77063942858476,0.0697367747222053,0.0589315416380914
"Q1_0248",-2.5113072223073,-2.69120685986512,0.0750692935126905,0.0634942173707373
"Q1_0249",-2.19243196483222,-2.37233160239004,0.100432162773645,0.0853070291069659
"Q1_0250",-2.63428615823695,-2.30911503507763,0.0669641540455084,0.0903708659683646
"Q1_0251",-2.41392275227406,-2.08875162911473,0.0821171597673116,0.110194920072205
"Q1_0252",-2.31989308309105,-1.99472195993173,0.0894887705976746,0.119758197110162
"Q1_0253",-2.0812243934936,-1.75605327033427,0.110935149027979,0.147285329196188
"Q1_0254",-2.70729108961885,-2.68028528089888,0.0625444939632886,0.0641467483089145
"Q1_0255",-2.53676896406224,-2.50976315534227,0.0733204021876422,0.075176574463746
"Q1_0256",-2.46943669517755,-2.44243088645758,0.0780287497956621,0.0799938287772336
"Q1_0257",-2.21808459380918,-2.19107878508922,0.098138200892944,0.100554482651033
"Q1_0258",-2.5524764432415,-2.62078684033178,0.0722602917625058,0.067812537336864
"Q1_0259",-2.43630564417982,-2.5046160412701,0.0804457761410777,0.0755352112723139
"Q1_0260",-2.37311855079952,-2.44142894788981,0.0852456437630477,0.0800675972990339
"Q1_0261",-2.13829971412915,-2.20661011121943,0.105429643131183,0.0991584674209433
"Q1_0262",-2.7845982164389,-3.0489206348387,0.0581621560275417,0.0452640956385406
"Q1_0263",-2.61269943799972,-2.87702185639951,0.0683255647395971,0.0533012143399717
"Q1_0264",-2.54762418099032,-2.81194659939012,0.0725862572231294,0.0566820079142335
"Q1_0265",-2.36815052616551,-2.63247294456531,0.0856338435726204,0.0670775325483545
"Q1_0266",-2.65928459374027,-1.67359678091593,0.0654190593430167,0.157945223530281
"Q1_0267",-2.54063593166054,-1.5549481188362,0.0730580960476862,0.1743727546614
"Q1_0268",-2.48069754223702,-1.49500972941267,0.0772224811951469,0.18317098480592
"Q1_0269",-2.1596486348609,-1.17396082203655,0.103433030637603,0.236139793428783
"Q1_0270",-2.6560161490865,-2.65385393481438,0.0656191741734584,0.0657518712424276
"Q1_0271",-2.48415693518143,-2.48199472090931,0.0769763279843721,0.0771300959988027
"Q1_0272",-2.42110899984425,-2.41894678557213,0.0815771280771295,0.0817392727763999
"Q1_0273",-2.15547179869769,-2.15330958442557,0.103821010113878,0.104022359706288
"Q1_0274",-2.72263641175317,-2.71648185006185,0.0616507735866951,0.0620077767209719
"Q1_0275",-2.59706576131424,-2.59091119962293,0.0693275018653252,0.0697256556569554
"Q1_0276",-2.43807567643278,-2.43192111474147,0.0803149365258153,0.0807707156533221
"Q1_0277",-2.80248744285368,-2.84502245131538,0.0571899070932418,0.0549391840868532
"Q1_0278",-2.66804137181973,-2.71057638028142,0.0648857082238451,0.0623521451769988
"Q1_0279",-2.53893097495778,-2.58146598341948,0.0731736408358074,0.0703408054697571
"Q1_0280",-2.26453215946837,-2.30706716793006,0.0941033006276104,0.0905393500598561
"Q1_0281",-2.70855621942743,-2.50905396588521,0.0624703570518342,0.0752258957587214
"Q1_0282",-2.60870657803843,-2.4092043244962,0.0685801774688156,0.0824735081898984
"Q1_0283",-2.52850684981229,-2.32900459627006,0.0738837503340775,0.0887491313177632
"Q1_0284",-2.22062880583534,-2.02112655229311,0.0979132501947247,0.117002553201918
"Q1_0285",-2.74286977257532,-2.80719960996071,0.0604906040058029,0.0569363602295022
"Q1_0286",-2.60456773808487,-2.66889757547026,0.0688450264169299,0.0648337769437756
"Q1_0287",-2.56249610020603,-2.62682593759142,0.0715914586483001,0.0674317768107177
"Q1_0288",-2.3109733570357,-2.37530319442109,0.0902182207620716,0.0850754421084058
"Q1_0289",-3.69397571321086,-3.9605067863124,0.0242692700649682,0.0186972093614067
"Q1_0290",-3.36596919655514,-3.63250026965667,0.0333761068852097,0.025768396310235
"Q1_0291",-2.84381183707424,-2.83772783854675,0.0550020741089274,0.0553191586492267
"Q1_0292",-2.75606160474592,-2.74997760621843,0.0597452249847237,0.0600879149031532
"Q1_0293",-2.77608329499973,-2.28124392645849,0.0586303562716174,0.0926882894057681
"Q1_0294",-2.5257151560233,-2.03087578748205,0.074074999201814,0.115999085725874
"Q1_0295",-2.43191037443897,-1.93707100589772,0.080771513090081,0.125969990173139
"Q1_0296",-2.13627045377836,-1.64143108523711,0.105621184564512,0.162270428624342
"Q1_0297",-2.8273864149043,-3.32392396168647,0.0558620824521373,0.0347595139390717
"Q1_0298",-2.70294753163491,-3.19948507841708,0.0627996528392818,0.0391851048055992
"Q1_0299",-2.55702371964643,-3.33029050517823,0.0719560403814326,0.0345465397346378
"Q1_0300",-2.47724908258182,-3.25051586811363,0.0774685741092179,0.0373083547741478
"Q1_0301",-2.31030046309943,-3.08356724863124,0.0902734663830636,0.0437902020247283
"Q1_0302",-2.03673830848765,-2.81000509401946,0.115399275507054,0.0567859079660279
"Q1_0303",-2.82795631970545,-3.20419793197021,0.0558320324192242,0.0390080524436522
"Q1_0304",-2.65302950674291,-3.02927111900767,0.0658025328081763,0.0461208826369431
"Q1_0305",-2.59839622839152,-2.97463784065628,0.0692417077061326,0.048584892212232
"Q1_0306",-2.54678887978303,-2.84943408858746,0.0726425076850998,0.0547105772690665
"Q1_0307",-2.46107817353872,-2.76372338234316,0.0786321888991604,0.059316268039277
"Q1_0308",-2.24741179313321,-2.55005700193765,0.0955729522410777,0.0724226560139707
"Q1_0309",-1.90104403393887,-2.20368924274331,0.129990355956731,0.0994196827571291
"Q1_0310",-2.49045020111155,-2.70812265891412,0.0765303740079504,0.0624957545596667
"Q1_0311",-2.62938417090805,-2.50316742008428,0.0672710809088769,0.0756364301934193
"Q1_0312",-2.4733199147382,-2.34710316391443,0.0777498473173252,0.0872963039955398
"Q1_0313",-2.38212900535292,-2.25591225452915,0.0845456398517416,0.0948407046149254
"Q1_0314",-2.14001923152693,-2.01380248070317,0.105267578162103,0.117761349794894
"Q1_0315",-2.52223534472493,-3.48703717878875,0.0743140261591128,0.0296833212031483
"Q1_0316",-2.45436292772746,-3.41916476179128,0.0791200815715651,0.0317018575347755
"Q1_0317",-2.31203213435965,-3.27683396842347,0.0901313551872377,0.0363745275341835
"Q1_0318",-2.67024619492532,-2.75029815315874,0.0647520576342842,0.0600698138116812
"Q1_0319",-2.57102897023377,-2.65108092846719,0.0710263809714004,0.0659224182954515
